Demand category,Demand FIPS,Corn FIPS, Corn (bu) , GHG (kg CO2e) , Irrigation (m3) ,Transport mode, Distance (miles) 
layer,37107,37107," 106,864 "," 1,158,959 "," 23,916 ",truck, 10 
pullet,37107,37107," 4,959 "," 53,785 "," 1,110 ",truck, 10 
turkey,37107,37107," 1,569,001 "," 17,016,128 "," 351,145 ",truck, 10 
milkcow,37107,37107, 211 ," 2,293 ", 47 ,truck, 10 
others,37107,37107," 291,664 "," 3,163,156 "," 65,275 ",truck, 10 
layer,37109,26045," 3,078 "," 26,412 ", 320 ,rail, 804 
pullet,37109,26045, 146 ," 1,249 ", 15 ,rail, 804 
milkcow,37109,26045," 149,635 "," 1,284,170 "," 15,579 ",rail, 804 
others,37109,26045," 69,333 "," 595,015 "," 7,219 ",rail, 804 
layer,37111,18149," 34,768 "," 482,997 "," 82,972 ",rail, 713 
pullet,37111,18149," 1,152 "," 16,006 "," 2,750 ",rail, 713 
milkcow,37111,18149," 1,313 "," 18,247 "," 3,135 ",rail, 713 
others,37111,18149," 6,585 "," 91,483 "," 15,715 ",rail, 713 
layer,37111,37111," 37,390 "," 380,409 ", -   ,truck, 11 
pullet,37111,37111," 1,239 "," 12,606 ", -   ,truck, 11 
milkcow,37111,37111," 1,413 "," 14,372 ", -   ,truck, 11 
others,37111,37111," 7,082 "," 72,052 ", -   ,truck, 11 
layer,37113,27153," 1,100 "," 8,991 ", 534 ,rail," 1,382 "
pullet,37113,27153, 7 , 57 , 3 ,rail," 1,382 "
others,37113,27153," 7,332 "," 59,933 "," 3,561 ",rail," 1,382 "
layer,37115,27035," 3,560 "," 30,197 ", -   ,rail," 1,337 "
pullet,37115,27035, 49 , 412 , -   ,rail," 1,337 "
turkey,37115,27035, 537 ," 4,557 ", -   ,rail," 1,337 "
milkcow,37115,27035," 1,163 "," 9,865 ", -   ,rail," 1,337 "
others,37115,27035," 15,340 "," 130,136 ", -   ,rail," 1,337 "
layer,37117,37143, 133 ," 1,090 ", 13 ,truck, 50 
turkey,37117,37143," 11,641 "," 95,418 "," 1,097 ",truck, 50 
milkcow,37117,37143, 317 ," 2,599 ", 30 ,truck, 50 
others,37117,37143," 16,043 "," 131,495 "," 1,512 ",truck, 50 
layer,37119,37119, 662 ," 5,911 ", -   ,truck, 12 
pullet,37119,37119, 13 , 113 , -   ,truck, 12 
milkcow,37119,37119," 2,383 "," 21,286 ", -   ,truck, 12 
others,37119,37119," 5,645 "," 50,426 ", -   ,truck, 12 
layer,37121,18141, 153 ," 1,580 ", 296 ,rail, 678 
pullet,37121,18141, 8 , 82 , 15 ,rail, 678 
milkcow,37121,18141, 84 , 863 , 162 ,rail, 678 
others,37121,18141, 989 ," 10,202 "," 1,913 ",rail, 678 
layer,37121,37121, 427 ," 5,924 ", -   ,truck, 8 
pullet,37121,37121, 22 , 309 , -   ,truck, 8 
milkcow,37121,37121, 233 ," 3,236 ", -   ,truck, 8 
others,37121,37121," 2,761 "," 38,257 ", -   ,truck, 8 
layer,37123,17183," 1,201,637 "," 14,882,411 ", -   ,rail, 868 
pullet,37123,17183, 16 , 198 , -   ,rail, 868 
turkey,37123,17183," 106,829 "," 1,323,093 ", -   ,rail, 868 
others,37123,17183," 182,621 "," 2,261,786 ", -   ,rail, 868 
layer,37125,26155," 28,769 "," 213,870 "," 1,504 ",rail, 923 
pullet,37125,26155, 34 , 250 , 2 ,rail, 923 
turkey,37125,26155, 15 , 110 , 1 ,rail, 923 
others,37125,26155," 173,968 "," 1,293,267 "," 9,095 ",rail, 923 
layer,37127,37065," 217,079 "," 1,786,170 "," 298,792 ",truck, 21 
pullet,37127,37065," 63,701 "," 524,150 "," 87,680 ",truck, 21 
turkey,37127,37065," 33,425 "," 275,027 "," 46,007 ",truck, 21 
milkcow,37127,37065, 145 ," 1,189 ", 199 ,truck, 21 
others,37127,37065," 81,913 "," 674,001 "," 112,747 ",truck, 21 
layer,37127,39153," 100,514 "," 1,289,330 ", -   ,rail, 670 
pullet,37127,39153," 29,496 "," 378,352 ", -   ,rail, 670 
turkey,37127,39153," 15,477 "," 198,526 ", -   ,rail, 670 
milkcow,37127,39153, 67 , 858 , -   ,rail, 670 
others,37127,39153," 37,928 "," 486,521 ", -   ,rail, 670 
layer,37129,37129, 107 , 713 , -   ,truck, 9 
pullet,37129,37129, 176 ," 1,172 ", -   ,truck, 9 
turkey,37129,37129, 323 ," 2,149 ", -   ,truck, 9 
others,37129,37129, 602 ," 4,011 ", -   ,truck, 9 
layer,37131,37091, 333 ," 3,280 ", 595 ,truck, 37 
pullet,37131,37091," 22,807 "," 224,341 "," 40,727 ",truck, 37 
others,37131,37091," 121,599 "," 1,196,084 "," 217,137 ",truck, 37 
layer,37133,26049, 590 ," 4,729 ", -   ,rail, 999 
pullet,37133,26049, 17 , 133 , -   ,rail, 999 
turkey,37133,26049," 2,035,358 "," 16,314,338 ", -   ,rail, 999 
others,37133,26049," 343,826 "," 2,755,923 ", -   ,rail, 999 
layer,37135,26151," 32,353 "," 219,203 ", 468 ,rail, 880 
pullet,37135,26151, 32 , 220 , 0 ,rail, 880 
turkey,37135,26151, 88 , 598 , 1 ,rail, 880 
milkcow,37135,26151," 8,675 "," 58,773 ", 125 ,rail, 880 
others,37135,26151," 7,621 "," 51,635 ", 110 ,rail, 880 
layer,37135,37063," 65,847 "," 538,122 ", -   ,truck, 18 
pullet,37135,37063, 66 , 540 , -   ,truck, 18 
turkey,37135,37063, 180 ," 1,469 ", -   ,truck, 18 
milkcow,37135,37063," 17,655 "," 144,282 ", -   ,truck, 18 
others,37135,37063," 15,511 "," 126,758 ", -   ,truck, 18 
layer,37135,37135," 46,694 "," 655,878 ", -   ,truck, 10 
pullet,37135,37135, 47 , 658 , -   ,truck, 10 
turkey,37135,37135, 127 ," 1,790 ", -   ,truck, 10 
milkcow,37135,37135," 12,520 "," 175,855 ", -   ,truck, 10 
others,37135,37135," 10,999 "," 154,497 ", -   ,truck, 10 
layer,37137,37137, 633 ," 5,019 ", 439 ,truck, 12 
milkcow,37137,37137, 127 ," 1,005 ", 88 ,truck, 12 
others,37137,37137, 305 ," 2,418 ", 212 ,truck, 12 
layer,37139,37053, 162 ," 1,223 ", -   ,truck, 20 
milkcow,37139,37053, 330 ," 2,488 ", -   ,truck, 20 
others,37139,37053," 1,388 "," 10,479 ", -   ,truck, 20 
layer,37141,18091," 138,833 "," 1,414,663 "," 286,344 ",rail," 1,049 "
pullet,37141,18091, 52 , 532 , 108 ,rail," 1,049 "
turkey,37141,18091," 885,127 "," 9,019,129 "," 1,825,573 ",rail," 1,049 "
milkcow,37141,18091," 2,482 "," 25,296 "," 5,120 ",rail," 1,049 "
others,37141,18091," 238,760 "," 2,432,880 "," 492,442 ",rail," 1,049 "
layer,37143,37139, 195 ," 1,476 ", -   ,truck, 17 
others,37143,37139," 51,717 "," 390,917 ", -   ,truck, 17 
layer,37145,37145, 676 ," 11,446 ", 135 ,truck, 10 
turkey,37145,37145, 323 ," 5,461 ", 64 ,truck, 10 
milkcow,37145,37145," 8,603 "," 145,633 "," 1,719 ",truck, 10 
others,37145,37145," 23,406 "," 396,197 "," 4,678 ",truck, 10 
layer,37147,37187, 466 ," 3,726 ", 82 ,truck, 66 
pullet,37147,37187," 25,373 "," 202,694 "," 4,463 ",truck, 66 
turkey,37147,37187," 46,525 "," 371,662 "," 8,183 ",truck, 66 
milkcow,37147,37187," 3,094 "," 24,713 ", 544 ,truck, 66 
others,37147,37187," 224,221 "," 1,791,171 "," 39,436 ",truck, 66 
layer,37149,37089," 1,154 "," 8,436 ", 631 ,truck, 21 
pullet,37149,37089, 30 , 219 , 16 ,truck, 21 
milkcow,37149,37089," 3,731 "," 27,271 "," 2,040 ",truck, 21 
others,37149,37089," 16,198 "," 118,390 "," 8,855 ",truck, 21 
layer,37151,26143," 3,633 "," 43,081 "," 12,887 ",rail, 932 
pullet,37151,26143, 768 ," 9,101 "," 2,722 ",rail, 932 
milkcow,37151,26143," 1,845 "," 21,875 "," 6,543 ",rail, 932 
others,37151,26143," 2,331 "," 27,633 "," 8,266 ",rail, 932 
layer,37151,26151," 479,484 "," 3,248,640 "," 6,932 ",rail, 870 
pullet,37151,26151," 101,295 "," 686,306 "," 1,464 ",rail, 870 
milkcow,37151,26151," 243,460 "," 1,649,509 "," 3,520 ",rail, 870 
others,37151,26151," 307,554 "," 2,083,764 "," 4,446 ",rail, 870 
layer,37153,26063," 101,677 "," 711,768 "," 5,242 ",rail, 969 
pullet,37153,26063," 86,071 "," 602,525 "," 4,437 ",rail, 969 
turkey,37153,26063, 22 , 156 , 1 ,rail, 969 
others,37153,26063," 207,802 "," 1,454,680 "," 10,712 ",rail, 969 
layer,37155,37155," 1,784 "," 15,053 ", 893 ,truck, 16 
pullet,37155,37155, 8 , 65 , 4 ,truck, 16 
turkey,37155,37155," 195,868 "," 1,652,214 "," 97,969 ",truck, 16 
milkcow,37155,37155," 9,110 "," 76,848 "," 4,557 ",truck, 16 
others,37155,37155," 489,251 "," 4,127,003 "," 244,713 ",truck, 16 
layer,37157,37157, 16 , 261 , 49 ,truck, 12 
pullet,37157,37157, 67 ," 1,134 ", 212 ,truck, 12 
turkey,37157,37157, 1 , 23 , 4 ,truck, 12 
milkcow,37157,37157," 11,277 "," 189,530 "," 35,360 ",truck, 12 
others,37157,37157," 26,293 "," 441,911 "," 82,445 ",truck, 12 
layer,37159,37159," 53,591 "," 574,501 ", -   ,truck, 12 
pullet,37159,37159," 10,795 "," 115,727 ", -   ,truck, 12 
turkey,37159,37159, 181 ," 1,941 ", -   ,truck, 12 
milkcow,37159,37159," 73,523 "," 788,172 ", -   ,truck, 12 
others,37159,37159," 68,183 "," 730,930 ", -   ,truck, 12 
layer,37161,26045," 2,095 "," 17,979 ", 218 ,rail, 762 
pullet,37161,26045, 75 , 643 , 8 ,rail, 762 
milkcow,37161,26045," 8,485 "," 72,815 ", 883 ,rail, 762 
others,37161,26045," 40,738 "," 349,614 "," 4,241 ",rail, 762 
layer,37163,26027," 211,392 "," 1,530,207 "," 797,234 ",rail," 1,070 "
pullet,37163,26027," 58,139 "," 420,853 "," 219,263 ",rail," 1,070 "
turkey,37163,26027," 9,129,447 "," 66,085,573 "," 34,430,430 ",rail," 1,070 "
milkcow,37163,26027," 23,725 "," 171,741 "," 89,477 ",rail," 1,070 "
others,37163,26027," 1,629,064 "," 11,792,347 "," 6,143,785 ",rail," 1,070 "
layer,37163,39045," 58,659 "," 677,075 ", -   ,rail, 713 
pullet,37163,39045," 16,133 "," 186,216 ", -   ,rail, 713 
turkey,37163,39045," 2,533,343 "," 29,241,046 ", -   ,rail, 713 
milkcow,37163,39045," 6,584 "," 75,991 ", -   ,rail, 713 
others,37163,39045," 452,051 "," 5,217,789 ", -   ,rail, 713 
layer,37165,26063, 373 ," 2,610 ", 19 ,rail, 985 
pullet,37165,26063," 30,617 "," 214,326 "," 1,578 ",rail, 985 
milkcow,37165,26063," 1,423 "," 9,961 ", 73 ,rail, 985 
others,37165,26063," 63,987 "," 447,929 "," 3,299 ",rail, 985 
layer,37167,37167," 444,960 "," 4,499,809 ", -   ,truck, 10 
pullet,37167,37167," 21,574 "," 218,175 ", -   ,truck, 10 
turkey,37167,37167," 593,605 "," 6,003,031 ", -   ,truck, 10 
milkcow,37167,37167," 14,380 "," 145,425 ", -   ,truck, 10 
others,37167,37167," 113,442 "," 1,147,221 ", -   ,truck, 10 
layer,37169,26151," 137,529 "," 931,801 "," 1,988 ",rail, 813 
pullet,37169,26151, 25 , 170 , 0 ,rail, 813 
turkey,37169,26151, 14 , 95 , 0 ,rail, 813 
milkcow,37169,26151," 2,367 "," 16,036 ", 34 ,rail, 813 
others,37169,26151," 21,837 "," 147,954 ", 316 ,rail, 813 
layer,37169,37169," 127,846 "," 1,645,041 "," 62,787 ",truck, 11 
pullet,37169,37169, 23 , 300 , 11 ,truck, 11 
turkey,37169,37169, 13 , 167 , 6 ,truck, 11 
milkcow,37169,37169," 2,200 "," 28,311 "," 1,081 ",truck, 11 
others,37169,37169," 20,300 "," 261,204 "," 9,970 ",truck, 11 
layer,37169,51141," 4,897 "," 54,832 "," 1,071 ",truck, 28 
pullet,37169,51141, 1 , 10 , 0 ,truck, 28 
turkey,37169,51141, 0 , 6 , 0 ,truck, 28 
milkcow,37169,51141, 84 , 944 , 18 ,truck, 28 
others,37169,51141, 778 ," 8,706 ", 170 ,truck, 28 
layer,37171,26137," 40,798 "," 467,577 ", -   ,rail, 961 
pullet,37171,26137," 3,680 "," 42,179 ", -   ,rail, 961 
turkey,37171,26137, 5 , 62 , -   ,rail, 961 
milkcow,37171,26137," 1,743 "," 19,977 ", -   ,rail, 961 
others,37171,26137," 17,268 "," 197,899 ", -   ,rail, 961 
layer,37171,37171," 564,477 "," 4,817,362 ", -   ,truck, 12 
pullet,37171,37171," 50,921 "," 434,566 ", -   ,truck, 12 
turkey,37171,37171, 75 , 638 , -   ,truck, 12 
milkcow,37171,37171," 24,117 "," 205,817 ", -   ,truck, 12 
others,37171,37171," 238,911 "," 2,038,916 ", -   ,truck, 12 
layer,37173,37173, 446 ," 11,776 ", -   ,truck, 12 
pullet,37173,37173, 19 , 499 , -   ,truck, 12 
milkcow,37173,37173, 501 ," 13,246 ", -   ,truck, 12 
others,37173,37173," 1,232 "," 32,562 ", -   ,truck, 12 
layer,37175,37175," 1,679 "," 11,485 ", -   ,truck, 10 
pullet,37175,37175, 36 , 248 , -   ,truck, 10 
turkey,37175,37175, 62 , 426 , -   ,truck, 10 
milkcow,37175,37175, 793 ," 5,425 ", -   ,truck, 10 
others,37175,37175," 5,998 "," 41,037 ", -   ,truck, 10 
layer,37177,37177, 343 ," 2,860 ", -   ,truck, 13 
others,37177,37177," 1,248 "," 10,408 ", -   ,truck, 13 
layer,37179,26063," 16,793 "," 117,556 ", 866 ,rail, 914 
pullet,37179,26063," 1,562 "," 10,938 ", 81 ,rail, 914 
turkey,37179,26063," 43,996 "," 307,985 "," 2,268 ",rail, 914 
milkcow,37179,26063, 31 , 218 , 2 ,rail, 914 
others,37179,26063," 7,423 "," 51,961 ", 383 ,rail, 914 
layer,37179,37179," 1,236,968 "," 12,443,292 ", -   ,truck, 13 
pullet,37179,37179," 115,092 "," 1,157,774 ", -   ,truck, 13 
turkey,37179,37179," 3,240,738 "," 32,600,228 ", -   ,truck, 13 
milkcow,37179,37179," 2,295 "," 23,082 ", -   ,truck, 13 
others,37179,37179," 546,757 "," 5,500,106 ", -   ,truck, 13 
layer,37181,37181, 298 ," 6,632 "," 4,248 ",truck, 9 
others,37181,37181," 3,904 "," 86,857 "," 55,633 ",truck, 9 
layer,37183,37183," 3,049 "," 45,511 "," 10,246 ",truck, 15 
pullet,37183,37183, 148 ," 2,211 ", 498 ,truck, 15 
turkey,37183,37183, 27 , 397 , 89 ,truck, 15 
milkcow,37183,37183," 3,980 "," 59,424 "," 13,378 ",truck, 15 
others,37183,37183," 9,135 "," 136,374 "," 30,702 ",truck, 15 
layer,37185,37083," 1,702 "," 23,128 ", -   ,truck, 34 
pullet,37185,37083, 7 , 99 , -   ,truck, 34 
milkcow,37185,37083," 3,923 "," 53,293 ", -   ,truck, 34 
others,37185,37083," 16,666 "," 226,415 ", -   ,truck, 34 
layer,37185,37181, 380 ," 8,458 "," 5,417 ",truck, 19 
pullet,37185,37181, 2 , 36 , 23 ,truck, 19 
milkcow,37185,37181, 876 ," 19,489 "," 12,483 ",truck, 19 
others,37185,37181," 3,722 "," 82,798 "," 53,033 ",truck, 19 
layer,37185,37185," 1,546 "," 24,034 ", 604 ,truck, 11 
pullet,37185,37185, 7 , 103 , 3 ,truck, 11 
milkcow,37185,37185," 3,564 "," 55,382 "," 1,392 ",truck, 11 
others,37185,37185," 15,140 "," 235,288 "," 5,912 ",truck, 11 
others,37187,37177," 5,243 "," 43,738 ", -   ,truck, 36 
layer,37189,47091," 1,560 "," 13,898 ", -   ,truck, 24 
pullet,37189,47091, 14 , 129 , -   ,truck, 24 
turkey,37189,47091, 323 ," 2,874 ", -   ,truck, 24 
milkcow,37189,47091," 2,537 "," 22,601 ", -   ,truck, 24 
others,37189,47091," 36,556 "," 325,656 ", -   ,truck, 24 
layer,37191,39033," 86,060 "," 779,995 ", -   ,rail, 738 
pullet,37191,39033," 32,979 "," 298,900 ", -   ,rail, 738 
turkey,37191,39033," 4,137,262 "," 37,497,574 ", -   ,rail, 738 
milkcow,37191,39033," 9,688 "," 87,804 ", -   ,rail, 738 
others,37191,39033," 720,623 "," 6,531,281 ", -   ,rail, 738 
layer,37193,27123, 286 ," 2,238 ", 741 ,rail," 1,332 "
pullet,37193,27123, 70 , 546 , 181 ,rail," 1,332 "
turkey,37193,27123, 184 ," 1,442 ", 478 ,rail," 1,332 "
milkcow,37193,27123, 48 , 379 , 126 ,rail," 1,332 "
others,37193,27123, 284 ," 2,220 ", 735 ,rail," 1,332 "
layer,37193,37005," 84,207 "," 757,428 "," 218,885 ",truck, 32 
pullet,37193,37005," 20,550 "," 184,848 "," 53,418 ",truck, 32 
turkey,37193,37005," 54,246 "," 487,937 "," 141,007 ",truck, 32 
milkcow,37193,37005," 14,260 "," 128,263 "," 37,066 ",truck, 32 
others,37193,37005," 83,523 "," 751,283 "," 217,110 ",truck, 32 
layer,37193,37193," 284,755 "," 2,274,825 ", -   ,truck, 14 
pullet,37193,37193," 69,493 "," 555,163 ", -   ,truck, 14 
turkey,37193,37193," 183,440 "," 1,465,448 ", -   ,truck, 14 
milkcow,37193,37193," 48,221 "," 385,220 ", -   ,truck, 14 
others,37193,37193," 282,445 "," 2,256,369 ", -   ,truck, 14 
layer,37195,37195, 220 ," 2,252 ", 8 ,truck, 10 
pullet,37195,37195, 176 ," 1,800 ", 7 ,truck, 10 
others,37195,37195," 26,651 "," 272,587 "," 1,027 ",truck, 10 
layer,37197,26151," 713,432 "," 4,833,704 "," 10,314 ",rail, 864 
pullet,37197,26151," 24,383 "," 165,200 ", 353 ,rail, 864 
turkey,37197,26151, 38 , 259 , 1 ,rail, 864 
milkcow,37197,26151," 48,802 "," 330,646 ", 706 ,rail, 864 
others,37197,26151," 112,717 "," 763,688 "," 1,630 ",rail, 864 
layer,37197,37059," 326,623 "," 3,938,627 "," 8,483 ",truck, 25 
pullet,37197,37059," 11,163 "," 134,609 ", 290 ,truck, 25 
turkey,37197,37059, 17 , 211 , 0 ,truck, 25 
milkcow,37197,37059," 22,342 "," 269,419 ", 580 ,truck, 25 
others,37197,37059," 51,604 "," 622,273 "," 1,340 ",truck, 25 
layer,37199,27049, 871 ," 4,402 ", 69 ,rail," 1,139 "
turkey,37199,27049, 1 , 4 , 0 ,rail," 1,139 "
milkcow,37199,27049," 6,473 "," 32,716 ", 511 ,rail," 1,139 "
others,37199,27049," 8,003 "," 40,445 ", 632 ,rail," 1,139 "
layer,37199,37199, 196 ," 2,919 ", -   ,truck, 9 
turkey,37199,37199, 0 , 3 , -   ,truck, 9 
milkcow,37199,37199," 1,455 "," 21,693 ", -   ,truck, 9 
others,37199,37199," 1,799 "," 26,819 ", -   ,truck, 9 
layer,38001,38001, 333 ," 6,131 ", -   ,truck, 16 
pullet,38001,38001, 39 , 713 , -   ,truck, 16 
turkey,38001,38001," 3,724 "," 68,480 ", -   ,truck, 16 
milkcow,38001,38001," 17,371 "," 319,403 ", -   ,truck, 16 
others,38001,38001," 68,960 "," 1,267,964 ", -   ,truck, 16 
layer,38003,38003, 643 ," 5,958 ", 57 ,truck, 20 
turkey,38003,38003," 96,565 "," 894,807 "," 8,544 ",truck, 20 
milkcow,38003,38003," 4,916 "," 45,550 ", 435 ,truck, 20 
others,38003,38003," 45,558 "," 422,154 "," 4,031 ",truck, 20 
layer,38005,38005, 430 ," 5,052 ", 35 ,truck, 20 
milkcow,38005,38005," 18,731 "," 220,066 "," 1,532 ",truck, 20 
others,38005,38005," 74,338 "," 873,375 "," 6,080 ",truck, 20 
layer,38007,38007, 252 ," 5,405 ", -   ,truck, 18 
milkcow,38007,38007," 26,283 "," 562,866 ", -   ,truck, 18 
others,38007,38007," 104,052 "," 2,228,322 ", -   ,truck, 18 
layer,38009,38009, 486 ," 6,416 ", -   ,truck, 21 
pullet,38009,38009, 154 ," 2,030 ", -   ,truck, 21 
turkey,38009,38009," 2,728 "," 36,050 ", -   ,truck, 21 
milkcow,38009,38009," 7,918 "," 104,619 ", -   ,truck, 21 
others,38009,38009," 32,654 "," 431,460 ", -   ,truck, 21 
layer,38011,38011, 214 ," 4,006 ", -   ,truck, 18 
pullet,38011,38011," 3,779 "," 70,858 ", -   ,truck, 18 
turkey,38011,38011," 67,116 "," 1,258,327 ", -   ,truck, 18 
milkcow,38011,38011," 2,094 "," 39,259 ", -   ,truck, 18 
others,38011,38011," 82,749 "," 1,551,426 ", -   ,truck, 18 
layer,38011,38087, 94 ," 2,054 ", -   ,truck, 28 
pullet,38011,38087," 1,658 "," 36,325 ", -   ,truck, 28 
turkey,38011,38087," 29,449 "," 645,070 ", -   ,truck, 28 
milkcow,38011,38087, 919 ," 20,126 ", -   ,truck, 28 
others,38011,38087," 36,309 "," 795,325 ", -   ,truck, 28 
layer,38013,38013, 47 ," 1,032 ", -   ,truck, 17 
milkcow,38013,38013," 9,280 "," 204,807 ", -   ,truck, 17 
others,38013,38013," 36,693 "," 809,845 ", -   ,truck, 17 
layer,38015,38015," 1,626 "," 20,931 "," 1,170 ",truck, 21 
pullet,38015,38015, 36 , 466 , 26 ,truck, 21 
milkcow,38015,38015," 22,675 "," 291,854 "," 16,316 ",truck, 21 
others,38015,38015," 181,749 "," 2,339,303 "," 130,778 ",truck, 21 
layer,38017,38017," 33,287 "," 303,215 "," 6,069 ",truck, 22 
pullet,38017,38017, 43 , 388 , 8 ,truck, 22 
milkcow,38017,38017," 8,768 "," 79,869 "," 1,599 ",truck, 22 
others,38017,38017," 964,247 "," 8,783,437 "," 175,798 ",truck, 22 
layer,38019,38019, 697 ," 7,485 ", -   ,truck, 20 
pullet,38019,38019, 13 , 139 , -   ,truck, 20 
turkey,38019,38019," 21,601 "," 231,978 ", -   ,truck, 20 
milkcow,38019,38019, 581 ," 6,244 ", -   ,truck, 20 
others,38019,38019," 6,198 "," 66,559 ", -   ,truck, 20 
layer,38021,38021, 481 ," 4,389 ", 273 ,truck, 17 
pullet,38021,38021, 1 , 9 , 1 ,truck, 17 
turkey,38021,38021, 894 ," 8,158 ", 507 ,truck, 17 
milkcow,38021,38021," 29,476 "," 268,948 "," 16,724 ",truck, 17 
others,38021,38021," 121,672 "," 1,110,163 "," 69,034 ",truck, 17 
layer,38023,38023, 130 ," 1,689 ", -   ,truck, 19 
others,38023,38023," 30,325 "," 394,414 ", -   ,truck, 19 
layer,38025,38057, 687 ," 10,269 ", 856 ,truck, 49 
pullet,38025,38057, 38 , 572 , 48 ,truck, 49 
milkcow,38025,38057," 7,188 "," 107,513 "," 8,958 ",truck, 49 
others,38025,38057," 207,374 "," 3,101,561 "," 258,412 ",truck, 49 
layer,38027,38027, 249 ," 2,793 ", -   ,truck, 13 
milkcow,38027,38027," 3,964 "," 44,411 ", -   ,truck, 13 
others,38027,38027," 65,171 "," 730,108 ", -   ,truck, 13 
layer,38029,38029, 112 ," 1,619 ", 38 ,truck, 20 
milkcow,38029,38029," 30,604 "," 441,744 "," 10,430 ",truck, 20 
others,38029,38029," 147,381 "," 2,127,360 "," 50,228 ",truck, 20 
layer,38031,38031, 58 , 531 , 18 ,truck, 13 
milkcow,38031,38031," 17,255 "," 157,647 "," 5,376 ",truck, 13 
others,38031,38031," 71,198 "," 650,489 "," 22,183 ",truck, 13 
layer,38033,38033, 232 ," 4,583 ", -   ,truck, 16 
others,38033,38033," 60,059 "," 1,188,387 ", -   ,truck, 16 
layer,38035,38035," 33,287 "," 306,856 "," 13,673 ",truck, 20 
pullet,38035,38035," 5,438 "," 50,127 "," 2,234 ",truck, 20 
milkcow,38035,38035," 9,218 "," 84,974 "," 3,786 ",truck, 20 
others,38035,38035," 53,307 "," 491,407 "," 21,896 ",truck, 20 
layer,38037,38037, 610 ," 9,902 ", 238 ,truck, 21 
pullet,38037,38037, 238 ," 3,860 ", 93 ,truck, 21 
milkcow,38037,38037," 3,806 "," 61,804 "," 1,485 ",truck, 21 
others,38037,38037," 193,663 "," 3,145,121 "," 75,557 ",truck, 21 
layer,38039,38039, 623 ," 6,110 ", 188 ,truck, 14 
pullet,38039,38039, 699 ," 6,854 ", 211 ,truck, 14 
milkcow,38039,38039," 4,757 "," 46,637 "," 1,435 ",truck, 14 
others,38039,38039," 45,930 "," 450,289 "," 13,851 ",truck, 14 
layer,38041,38001, 454 ," 8,343 ", -   ,truck, 33 
milkcow,38041,38001," 39,499 "," 726,265 ", -   ,truck, 33 
others,38041,38001," 48,909 "," 899,293 ", -   ,truck, 33 
layer,38043,38043, 400 ," 6,638 ", 984 ,truck, 20 
milkcow,38043,38043," 4,651 "," 77,213 "," 11,443 ",truck, 20 
others,38043,38043," 196,074 "," 3,254,865 "," 482,363 ",truck, 20 
layer,38045,38045, 77 , 779 , 22 ,truck, 18 
turkey,38045,38045," 96,565 "," 978,359 "," 27,986 ",truck, 18 
milkcow,38045,38045," 21,044 "," 213,211 "," 6,099 ",truck, 18 
others,38045,38045," 90,233 "," 914,199 "," 26,151 ",truck, 18 
layer,38047,38047, 93 ," 1,501 ", -   ,truck, 16 
turkey,38047,38047, 2 , 36 , -   ,truck, 16 
milkcow,38047,38047," 36,206 "," 581,355 ", -   ,truck, 16 
others,38047,38047," 161,267 "," 2,589,420 ", -   ,truck, 16 
layer,38049,38049," 3,021 "," 39,132 ", -   ,truck, 23 
turkey,38049,38049," 8,765 "," 113,521 ", -   ,truck, 23 
milkcow,38049,38049," 59,648 "," 772,575 ", -   ,truck, 23 
others,38049,38049," 236,460 "," 3,062,668 ", -   ,truck, 23 
layer,38051,38051, 380 ," 5,347 ", -   ,truck, 16 
milkcow,38051,38051," 34,232 "," 481,472 ", -   ,truck, 16 
others,38051,38051," 135,282 "," 1,902,705 ", -   ,truck, 16 
layer,38053,38105, 192 ," 2,415 "," 2,764 ",truck, 59 
milkcow,38053,38105, 687 ," 8,635 "," 9,884 ",truck, 59 
others,38053,38105," 162,331 "," 2,040,016 "," 2,335,022 ",truck, 59 
layer,38055,38015, 347 ," 4,465 ", 250 ,truck, 67 
pullet,38055,38015, 57 , 739 , 41 ,truck, 67 
milkcow,38055,38015," 4,757 "," 61,228 "," 3,423 ",truck, 67 
others,38055,38015," 721,153 "," 9,282,008 "," 518,909 ",truck, 67 
layer,38057,38057, 258 ," 3,853 ", 321 ,truck, 17 
pullet,38057,38057," 5,438 "," 81,328 "," 6,776 ",truck, 17 
milkcow,38057,38057," 3,013 "," 45,060 "," 3,754 ",truck, 17 
others,38057,38057," 98,022 "," 1,466,060 "," 122,147 ",truck, 17 
layer,38059,38015," 9,415 "," 121,177 "," 6,774 ",truck, 43 
pullet,38059,38015," 1,538 "," 19,795 "," 1,107 ",truck, 43 
milkcow,38059,38015," 198,844 "," 2,559,334 "," 143,079 ",truck, 43 
others,38059,38015," 278,683 "," 3,586,944 "," 200,527 ",truck, 43 
layer,38061,38061, 212 ," 3,910 ", -   ,truck, 23 
others,38061,38061," 74,805 "," 1,380,404 ", -   ,truck, 23 
milkcow,38063,38063," 5,270 "," 52,333 "," 1,393 ",truck, 16 
others,38063,38063," 21,599 "," 214,488 "," 5,710 ",truck, 16 
layer,38065,38065, 474 ," 6,731 "," 1,231 ",truck, 14 
milkcow,38065,38065," 58,142 "," 826,236 "," 151,163 ",truck, 14 
others,38065,38065," 124,213 "," 1,765,163 "," 322,942 ",truck, 14 
layer,38067,38067, 195 ," 1,746 ", 159 ,truck, 17 
