Demand category,Demand FIPS,Corn FIPS, Corn (bu) , GHG (kg CO2e) , Irrigation (m3) ,Transport mode, Distance (miles) 
ethanol,36075,36045," 160,162 "," 802,976 ", -   ,truck, 53 
ethanol,36075,36051," 2,852,992 "," 12,618,388 ", -   ,truck, 122 
ethanol,36075,36055," 4,076,749 "," 17,777,518 "," 13,769 ",truck, 86 
ethanol,36075,36065," 1,461,358 "," 6,813,597 "," 5,431 ",truck, 54 
ethanol,36075,36067," 2,793,955 "," 13,376,019 "," 4,335 ",truck, 39 
ethanol,36075,36069," 1,781,147 "," 8,263,595 ", -   ,truck, 86 
ethanol,36075,36073," 6,676,964 "," 26,996,971 "," 5,147 ",truck, 115 
ethanol,36075,36075," 515,278 "," 2,725,283 ", -   ,truck, 19 
ethanol,36075,36099," 3,859,027 "," 17,490,587 "," 29,657 ",truck, 66 
ethanol,36075,36117," 4,584,567 "," 21,142,725 "," 20,027 ",truck, 55 
ethanol,36075,36123," 1,104,839 "," 5,272,933 "," 5,675 ",truck, 89 
ethanol,38017,38017," 25,150,542 "," 229,099,142 "," 4,585,343 ",truck, 22 
ethanol,38055,38015," 3,978,870 "," 51,212,264 "," 2,863,011 ",truck, 67 
ethanol,38055,38049," 2,686,007 "," 34,789,608 ", -   ,truck, 83 
ethanol,38055,38055," 6,019,308 "," 69,957,192 "," 9,361,278 ",truck, 25 
ethanol,38055,38057," 393,668 "," 5,887,854 "," 490,557 ",truck, 47 
ethanol,38055,38083," 2,121,565 "," 24,607,668 ", -   ,truck, 69 
ethanol,38055,38101," 1,567,609 "," 20,318,680 ", -   ,truck, 59 
ethanol,38077,38077," 32,201,582 "," 251,704,880 "," 2,501,887 ",truck, 20 
ethanol,38077,46109," 4,685,880 "," 35,768,039 "," 534,383 ",truck, 52 
ethanol,38089,38001," 819,285 "," 15,064,221 ", -   ,truck, 84 
ethanol,38089,38025," 937,744 "," 16,073,089 ", -   ,truck, 52 
ethanol,38089,38037," 3,970,217 "," 64,477,011 "," 1,548,965 ",truck, 92 
ethanol,38089,38041," 2,825,048 "," 50,529,817 ", -   ,truck, 58 
ethanol,38089,38057," 709,903 "," 10,617,581 "," 884,622 ",truck, 84 
ethanol,38089,38059," 5,155,073 "," 69,596,504 "," 12,128,120 ",truck, 77 
ethanol,38089,38065," 625,066 "," 8,882,668 "," 1,625,112 ",truck, 86 
ethanol,38089,38089," 1,724,693 "," 33,229,462 ", -   ,truck, 19 
ethanol,39003,39003," 8,206,755 "," 78,632,226 ", -   ,truck, 10 
ethanol,39003,39065," 8,203,768 "," 74,673,104 ", -   ,truck, 30 
ethanol,39003,39175," 1,697,867 "," 15,144,290 ", -   ,truck, 48 
ethanol,39031,39083," 6,298,274 "," 54,167,255 ", -   ,truck, 34 
ethanol,39031,39089," 6,155,954 "," 55,102,399 ", -   ,truck, 43 
ethanol,39031,39119," 2,372,679 "," 23,332,044 ", -   ,truck, 36 
ethanol,39031,39157," 1,940,121 "," 20,779,986 ", -   ,truck, 35 
ethanol,39037,39021," 8,505,525 "," 85,048,082 "," 1,225,189 ",truck, 49 
ethanol,39037,39037," 10,016,576 "," 124,662,454 "," 575,044 ",truck, 13 
ethanol,39037,39107," 7,436,736 "," 80,375,496 ", -   ,truck, 34 
ethanol,39037,39109," 8,575,998 "," 88,681,634 "," 839,982 ",truck, 24 
ethanol,39037,39135," 2,352,627 "," 31,036,684 ", -   ,truck, 28 
ethanol,39047,39047," 10,083,482 "," 91,601,980 ", -   ,truck, 10 
ethanol,39047,39071," 6,265,978 "," 58,120,385 ", -   ,truck, 31 
ethanol,39047,39097," 6,966,057 "," 64,284,360 ", -   ,truck, 33 
ethanol,39047,39129," 9,902,997 "," 121,235,788 ", -   ,truck, 30 
ethanol,39047,39141," 3,668,948 "," 43,693,523 ", -   ,truck, 36 
ethanol,39063,39063," 7,293,820 "," 60,797,208 ", -   ,truck, 12 
ethanol,39063,39147," 3,529,103 "," 34,661,145 ", -   ,truck, 28 
ethanol,39063,39173," 11,980,236 "," 108,118,228 "," 73,302 ",truck, 28 
ethanol,39101,39101," 8,661,897 "," 77,494,019 ", -   ,truck, 10 
ethanol,39101,39117," 6,287,152 "," 51,532,144 ", -   ,truck, 20 
ethanol,39101,39175," 7,854,110 "," 70,055,479 ", -   ,truck, 25 
ethanol,39137,39039," 738,392 "," 10,905,473 ", -   ,truck, 38 
ethanol,39137,39063," 3,550,279 "," 29,593,146 ", -   ,truck, 29 
ethanol,39137,39069," 8,189,559 "," 96,758,050 ", -   ,truck, 33 
ethanol,39137,39137," 10,324,928 "," 105,378,400 ", -   ,truck, 11 
ethanol,41049,38003," 1,918,851 "," 17,780,718 "," 169,776 ",rail," 1,415 "
ethanol,41049,38035," 95,847 "," 883,571 "," 39,371 ",rail," 1,359 "
ethanol,41049,38063," 3,714,374 "," 36,885,968 "," 981,967 ",rail," 1,324 "
ethanol,41049,41045," 911,905 "," 8,857,100 "," 25,559,591 ",rail, 305 
ethanol,41049,41049," 1,771,607 "," 12,824,499 "," 26,065,622 ",truck, 23 
